id,relevance
1,1.7215685712870994
4,2.0715041631860815
5,2.235182268382807
6,2.8309209675507185
7,2.324455342221141
8,2.1903812602657093
10,2.6729090052980937
11,2.6361395493327517
12,2.085048330731972
13,2.77056459688922
14,2.6662397588234907
15,2.435653009071613
19,2.5400170042403225
22,2.7841899297347563
24,2.429094753894997
25,2.061627909282191
26,2.0578680753104917
28,2.611546604522382
29,2.302291872463566
30,2.0468318677823665
31,2.7707988719153827
32,2.6412289296800386
33,2.1326805518356498
36,2.4740726142365888
39,2.456038861563354
40,2.6477495993222773
41,2.243623798665013
42,2.524804666864952
43,2.7504971633932227
44,2.410917589560175
45,2.5729178011774327
46,2.582573165520109
47,2.088965346114984
49,2.5000153861510443
50,2.5532123929619526
52,2.222394868896365
53,2.219686667532076
54,2.1485916830936387
55,2.307835195830309
56,2.352325494414142
57,2.1606738290306966
58,2.454595887896068
59,2.730094101755081
60,1.847987645896943
61,2.593557871107458
62,2.5238739635579353
63,2.628125759026777
64,2.73669892268893
66,2.7259191973579653
67,2.3550205520015672
68,1.790188477520492
70,2.0581043748743753
71,2.301426226682275
72,1.9513881501803225
73,1.7653043530322967
74,1.8895444871285925
76,1.95611517152633
77,2.1274904548575546
78,1.8425252217966144
79,1.6383243295027818
80,1.77990897393657
82,2.3748691231548675
83,2.347473627216787
84,1.738918727975459
86,2.207653141165666
87,2.291893293454814
89,2.1784353752375507
91,1.778626222599407
93,1.656211811590623
94,2.2182562945765523
95,1.9633853956396874
96,2.084987015658173
97,2.0985711032940677
98,2.143583723370892
99,1.6398362480547022
100,2.662779668940139
102,2.4340207831400567
103,2.1328269602941403
104,2.114805182978249
107,2.656738656735063
108,2.1094489922057047
109,2.6822163035915136
110,2.26421909860844
111,2.3033657471282423
112,2.316191660322603
115,2.0419243804632905
116,2.350253222109635
118,2.6136715145288667
119,2.53494373904405
121,2.5404127136883057
124,2.6333257246090525
126,2.5336562213614706
128,2.1248421739439887
129,2.5578104973416176
130,2.597150727193343
131,2.168626474058245
132,2.274492197187826
133,2.612343010073268
134,2.1387306702499282
135,2.0598652241734476
137,2.505015680342307
139,2.562172595046239
140,2.3151215334890267
141,1.9183538294477676
142,2.0193647873000207
144,2.6379749038100746
145,2.7722224379190212
146,2.0192110991686425
148,2.035027960479831
151,2.3564067980672205
152,1.970228995920255
153,2.4891085573856633
154,1.5490755635712692
155,1.7712687663695432
156,1.710432620545108
159,1.8304485698817117
160,1.8757218160218603
161,2.233558129082153
163,2.548416578996974
167,2.6645208490225816
168,2.581821095522992
169,2.030585953066787
170,2.7102579801632207
171,2.804487754408385
173,2.5622614957762333
174,2.187321673332235
175,2.2995294172817857
176,1.9048403178788187
180,2.2869981332268847
183,2.3439170842317725
184,2.2821940498410718
185,2.2821940498410718
187,2.480193504372268
188,2.0603028724034567
189,1.6712704829476266
190,2.0789773616855576
192,2.275672617199825
194,2.5081594223707255
196,2.0039503972016095
197,2.178985705880055
198,2.5996598618238194
199,2.5996598618238194
200,2.701074228902488
204,2.7960309570115625
206,2.3601361118768343
207,2.5649713929864486
208,2.560087088350638
209,2.3034618001394587
211,2.6570967014869975
212,2.3642028827876884
213,2.5724003766626464
216,2.7544397973633736
217,2.337228052978409
218,2.217691759897244
219,2.3606826364688374
220,2.3387687649480826
221,2.4749935321235923
222,2.254222931273934
224,2.027860626433876
225,2.526753397558828
228,2.5718964959142667
229,2.3355152896286464
230,2.76483264068956
231,2.32357862710426
232,2.3057450481359916
234,2.5415463779892247
235,2.698222502754642
236,2.3975501075554173
237,2.3941469726917948
238,2.7780999759201315
239,2.1672369446199817
240,2.1847210119602476
242,2.743430335713665
243,2.447499982716068
244,2.3418720090452303
246,2.1929301902085645
247,1.8912124202186187
248,2.287223517644688
249,2.4552484909687533
250,2.320482151414683
251,2.5455793536723417
252,2.5231287582479713
253,2.0121820082321134
254,2.060441115556035
256,2.423702148494815
258,2.045060647563077
260,2.2372559370959135
262,2.196033949974523
263,2.3664361830518126
264,2.1445239432404923
265,2.248300081443537
267,2.7412506934582197
268,2.3399527058293113
269,2.2372680343108367
271,2.2668400667753583
273,2.3916540524306655
274,1.9557740284113052
277,2.535510838445193
278,1.9896108002584207
279,2.0603028724034567
280,2.526316894970052
281,2.5801783854164486
282,2.7509297428997117
283,2.5392965237862697
285,2.6395927120674503
286,2.5885923380154336
287,2.1420135978921047
288,2.5336358577975893
289,2.5336358577975893
291,2.435442156871473
292,2.4252988405201354
295,2.556804478559465
296,2.556804478559465
298,2.473610638885503
299,2.4103556273394733
300,2.359797864728973
301,2.448304384263437
302,2.6890683543848173
303,1.974596026109892
304,2.1368345582826427
306,2.2522555868196346
307,2.434499861642494
308,2.469171212194162
309,2.575626436715006
310,2.524368786938278
311,2.4895969707656618
312,2.575626436715006
313,2.4261558995335473
315,2.483391839305113
316,2.3656024221206815
317,2.2120402471556253
320,2.3940441635381093
321,2.2489674349650626
322,2.58535076997942
324,2.7006299197167625
325,2.746527521287825
326,2.361851742555637
328,2.726726458150392
329,2.472417337607422
330,2.3652374960193847
332,2.226068474298683
333,2.4820945000725776
336,2.409326672686727
337,2.511571130020439
338,2.7157839355598776
339,2.0639748517173113
342,2.6876912405739537
344,1.970398640118599
345,2.5391816695705858
348,2.1605026536295244
349,2.7319266644124234
352,2.3179945811232865
353,2.761513974331712
356,2.386384740290057
357,2.660851839450398
358,2.3935439602322823
360,2.2247199769195425
362,2.0696105494981865
364,2.6972981012724477
366,2.758988803217404
367,2.616171658713207
368,1.9685997057602922
369,2.565373374963513
370,2.753430270750208
371,2.572087244061175
372,2.702712324450106
376,2.4790535574119152
377,2.784994915451657
378,2.7249132489579346
379,2.5008380727712063
380,1.8904400681522027
381,2.5036951011031765
382,2.325676801215183
383,2.0426165125105498
384,2.7157594242128367
386,2.5183844030422238
387,2.515563921115543
388,2.515563921115543
390,2.3092669015046012
391,1.7840900935341775
392,2.7620205991857802
393,1.8534472363138534
394,1.9518125587488546
395,2.1956667827917475
396,2.316015799574886
398,2.3415389016262242
399,2.816795324537315
404,2.467025939480529
405,2.821957444462051
406,2.5152901144961506
409,2.373232714890142
410,2.393182771999948
412,2.7041825925787912
414,2.4524889842250643
415,1.8894319156071184
416,2.5285492528297526
417,1.8083501699565463
419,2.289761782391075
